gesis;xyx-corona-questionnaire.dta;new_name;topic_english;group;label_english;type;categories_english;ordered;nice_name_english
False;q19;health_skills;Skip;Skip;Do you have a background or skill that can be immediately used by hospitals or healthcare to fight the coronavirus?;Categorical;No unable, no lacking skills, medical training, social work training, organizational skills;;Health Skills
False;q20;prepared_to_help;Skip;Skip;Suppose healthcare is overloaded by patients infected with the coronavirus. To what extent are you willing to volunteer in hospitals or retirement homes and care for people who are very ill from the coronavirus, even if that means that you are likely to contract the virus yourself?;Categorical;0 not prepared at all, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 definitely prepared;;Willing To Help
False;q21__1;save_more;Economic Adjustments;Consumption Plans;Do you intend to do the following things in response to the spread of the coronavirus? Save more to have something to fall back on when things get worse;bool;;;Save More
False;q21__2;postpone_purchase;Economic Adjustments;Consumption Plans;Do you intend to do the following things in response to the spread of the coronavirus? Postpone purchases of durable goods, such as a car, technical appliances or furniture, for the foreseeable future;bool;;;Delay Purchases
False;q21__3;postpone_house;Economic Adjustments;Consumption Plans;Do you intend to do the following things in response to the spread of the coronavirus? Postpone the purchase of a house or apartment;bool;;;Delay House
False;q21__4;reduce_housing;Economic Adjustments;Consumption Plans;Do you intend to do the following things in response to the spread of the coronavirus? Moving to a smaller house or apartment;bool;;;Smaller Flat
False;q21__5;sell_shares;Economic Adjustments;Consumption Plans;Do you intend to do the following things in response to the spread of the coronavirus? Selling shares;bool;;;Sell Shares
False;q21__6;buy_shares;Economic Adjustments;Consumption Plans;Do you intend to do the following things in response to the spread of the coronavirus? Buying shares;bool;;;Buy Shares
False;q21__7;no_consum_response;Economic Adjustments;Consumption Plans;Do you intend to do the following things in response to the spread of the coronavirus? None of the above;bool;;;No Change
False;h1;ubi_basic_needs;Economic Expectations;Use of One-Time Allowance;If the Dutch government today announced you would receive 1000 euros next week, what would you use that money for? Basic needs (e.g. groceries);int;;;Basic Needs
False;h2;ubi_expenses;Economic Expectations;Use of One-Time Allowance;If the Dutch government today announced you would receive 1000 euros next week, what would you use that money for? Expenses (e.g. books);int;;;Other Expenses
False;h3;ubi_durables;Economic Expectations;Use of One-Time Allowance;If the Dutch government today announced you would receive 1000 euros next week, what would you use that money for? Durables;int;;;Durable Goods
False;h4;ubi_savings;Economic Expectations;Use of One-Time Allowance;If the Dutch government today announced you would receive 1000 euros next week, what would you use that money for? Savings;int;;;Savings
False;h5;ubi_support_others;Economic Expectations;Use of One-Time Allowance;If the Dutch government today announced you would receive 1000 euros next week, what would you use that money for? Financially support others;int;;;Help Others
False;q27a;p_company_continue;Economic Adjustments;Employer Prospects;My company will continue as before;int;;;No Change 
False;q27b;p_gov_support;Economic Adjustments;Employer Prospects;My company will have fewer activities, but will not need government support;int;;;Less Activity
False;q27c;p_closure_gov_rescue;Economic Adjustments;Employer Prospects;My business will have to shut down, at least temporarily, but government support will help me keep my head above water;int;;;Government Rescue
False;q27d;p_closure_no_rescue;Economic Adjustments;Employer Prospects;My company will have to shut down, at least temporarily, and I don't get enough support from the government;int;;;Closure
False;q27e;p_other;Economic Adjustments;Employer Prospects;Something else;int;;;Other
False;q28;p_severe_financial_distress;Economic Adjustments;Probability of Severe Financial Distress;What is the probability that the Coronavirus crisis will lead to a situation where you have no income or where your income is lower than what you need to cover basic needs and outstanding payment obligations?;int;;;Probability
False;q29__1;cope_savings;Economic Expectations;Economic Coping Strategies;If the crisis leads to a situation where you have no income or where the income is lower than what you need to cover basic needs and outstanding payment obligations, how do you or your household deal with this? Use savings;bool;;;Use Savings
False;q29__2;cope_loan;Economic Expectations;Economic Coping Strategies;If the crisis leads to a situation where you have no income or where the income is lower than what you need to cover basic needs and outstanding payment obligations, how do you or your household deal with this? Have to take out a loan / increase the mortgage;bool;;;Get Loan
False;q29__3;cope_family;Economic Expectations;Economic Coping Strategies;If the crisis leads to a situation where you have no income or where the income is lower than what you need to cover basic needs and outstanding payment obligations, how do you or your household deal with this? Must rely on family;bool;;;Family
False;q29__4;cope_unemp;Economic Expectations;Economic Coping Strategies;If the crisis leads to a situation where you have no income or where the income is lower than what you need to cover basic needs and outstanding payment obligations, how do you or your household deal with this? Must apply for unemployment / disability benefits;bool;;;Unempl. Benefits
False;q29__5;cope_retire;Economic Expectations;Economic Coping Strategies;If the crisis leads to a situation where you have no income or where the income is lower than what you need to cover basic needs and outstanding payment obligations, how do you or your household deal with this? Must retire (early);bool;;;Retire
False;q29__6;cope_soc_assist;Economic Expectations;Economic Coping Strategies;If the crisis leads to a situation where you have no income or where the income is lower than what you need to cover basic needs and outstanding payment obligations, how do you or your household deal with this? Must rely on social assistance;bool;;;Social Assistance
False;q29__7;cope_other;Economic Expectations;Economic Coping Strategies;If the crisis leads to a situation where you have no income or where the income is lower than what you need to cover basic needs and outstanding payment obligations, how do you or your household deal with this? Other, namely:;str;;;Other
False;q30a;nervous;Mental Health and Trust;Mood in the Last Week;The past seven days I was very nervous;Categorical;never, rarely, sometimes, often, mostly, constantly;True;Nervous
False;q30b;depressed;Mental Health and Trust;Mood in the Last Week;The past seven days I was so down that nothing could cheer me up;Categorical;never, rarely, sometimes, often, mostly, constantly;True;Depressed
False;q30c;calm;Mental Health and Trust;Mood in the Last Week;The past seven days I felt calm and peaceful;Categorical;never, rarely, sometimes, often, mostly, constantly;True;Calm
False;q30d;gloomy;Mental Health and Trust;Mood in the Last Week;The past seven days I felt dejected and gloomy;Categorical;never, rarely, sometimes, often, mostly, constantly;True;Gloomy
False;q30e;happy;Mental Health and Trust;Mood in the Last Week;The past seven daysI felt happy;Categorical;never, rarely, sometimes, often, mostly, constantly;True;Happy
False;q31a;concern_bored;Mental Health and Trust;Health Concerns;That I get very bored;Categorical;1 not concerned at all, 2, 3, 4, 5 very concerned;True;Bored
False;q31b;concern_serious_ill;Mental Health and Trust;Health Concerns;That I become infected with the coronavirus and become very ill or die;Categorical;2 not concerned at all, 2, 3, 4, 5 very concerned;True;Very Ill Or Die
False;q31c;concern_infect_others;Mental Health and Trust;Health Concerns;That I get infected with the coronavirus and infect others;Categorical;3 not concerned at all, 2, 3, 4, 5 very concerned;True;Spreading
False;q31d;concern_loved_ill;Mental Health and Trust;Health Concerns;That loved ones become infected with the coronavirus and become very ill or die;Categorical;4 not concerned at all, 2, 3, 4, 5 very concerned;True;Loved Ones
False;q31e1;concern_unemp;Mental Health and Trust;Economic Concerns;That I will lose my job;Categorical;5 not concerned at all, 2, 3, 4, 5 very concerned;True;Lose Job
False;q31e2;concern_company;Mental Health and Trust;Economic Concerns;That my company gets in financial difficulties.;Categorical;6 not concerned at all, 2, 3, 4, 5 very concerned;True;Employer
False;q31e3;concern_new_job;Mental Health and Trust;Economic Concerns;That I won't be able to find a new job.;Categorical;7 not concerned at all, 2, 3, 4, 5 very concerned;True;No New Job
False;q31f;concern_food;Mental Health and Trust;Economic Concerns;That I am unable to buy enough food;Categorical;8 not concerned at all, 2, 3, 4, 5 very concerned;True;Not Enough Food
False;q31g;concern_health_care;Mental Health and Trust;Health Concerns;That I will not get good health care;Categorical;9 not concerned at all, 2, 3, 4, 5 very concerned;True;Health Care
False;q31h;concern_fav_shop_bancrupt;Economic Expectations;Economic Concerns;That my favorite restaurant / cafe is going bankrupt;Categorical;10 not concerned at all, 2, 3, 4, 5 very concerned;True;Favorite Shop
False;v1;duration_econ_crisis;Economic Expectations;Duration of the Economic Crisis;How long do you think the economic crisis will last?;Categorical;less than 1 month, 1 to 3 months, 3 to 6 months, 6 to 12 months, 1 to 2 years, 2 to 3 years, 3 years or more;True;Duration
False;v2a;p_job_loss_empl;Economic Expectations;Probabilities of Economic Repercussions;How likely is it that the following economic effects of the coronavirus crisis will occur to you in the next 12 months? Job loss (employed);Categorical;very unlikely, unlikely, probably, very likely;True;Job Loss
False;v2b;p_job_loss_selfempl;Economic Expectations;Probabilities of Economic Repercussions;How likely is it that the following economic effects of the coronavirus crisis will occur to you in the next 12 months? No more contracts (self-employed);Categorical;very unlikely, unlikely, probably, very likely;True;No More Orders
False;v2c;p_shorten_pension;Economic Expectations;Probabilities of Economic Repercussions;How likely is it that the following economic effects of the coronavirus crisis will occur to you in the next 12 months? Shortening my pension;Categorical;very unlikely, unlikely, probably, very likely;True;Pension Smaller
False;v2d;p_drop_in_assets;Economic Expectations;Probabilities of Economic Repercussions;How likely is it that the following economic effects of the coronavirus crisis will occur to you in the next 12 months? Assets will drop in value;Categorical;very unlikely, unlikely, probably, very likely;True;Asset Values
False;v2e;p_bank_bancrupt;Economic Expectations;Probabilities of Economic Repercussions;How likely is it that the following economic effects of the coronavirus crisis will occur to you in the next 12 months? My bank will go bankrupt;Categorical;very unlikely, unlikely, probably, very likely;True;Bank Failure
False;v2f;p_struggle_debts;Economic Expectations;Probabilities of Economic Repercussions;How likely is it that the following economic effects of the coronavirus crisis will occur to you in the next 12 months? Struggle to repay debts;Categorical;very unlikely, unlikely, probably, very likely;True;Hard To Repay Debt
False;v3;exp_house_prices_direction;Economic Expectations;House Prices;At what level will house prices in 12 months be compared to house prices in February (ie before the coronavirus outbreak)?;Categorical;House prices will be lower, House prices will be the same, House prices will be higher;True;Direction
False;v4;exp_house_prices_percent;Economic Expectations;House Prices;How many percent ^ f_hogerlager ;Categorical;less than 2%, 2% to 5%, 5% to 10%, 10% to 20%, 30% or more;True;Price Change
False;v5a;exp_spend_less;Economic Expectations;Consumption Plans;If you think about the coronavirus outbreak at this moment and then look ahead to the next 12 months, do you agree with the following statements? Spend less;Categorical;0 totally disagree, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 totally agree;True;Spend Less
False;v5c;exp_work_more;Economic Expectations;Consumption Plans;If you think about the coronavirus outbreak at this moment and then look ahead to the next 12 months, do you agree with the following statements? Work more;Categorical;1 totally disagree, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 totally agree;True;Work More
False;v5d;exp_work_less;Economic Expectations;Consumption Plans;If you think about the coronavirus outbreak at this moment and then look ahead to the next 12 months, do you agree with the following statements? Work less;Categorical;2 totally disagree, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 totally agree;True;Work Less
False;v5e;exp_borrow;Economic Expectations;Consumption Plans;If you think about the coronavirus outbreak at this moment and then look ahead to the next 12 months, do you agree with the following statements? Borrow extra;Categorical;3 totally disagree, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 totally agree;True;Borrow Extra
False;v5f;exp_postpone_house;Economic Expectations;Consumption Plans;If you think about the coronavirus outbreak at this moment and then look ahead to the next 12 months, do you agree with the following statements? Postpone house purchase;Categorical;4 totally disagree, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 totally agree;True;Delay House
False;v61;gov_action_approp;Skip;Skip;I think the government's action is appropriate;Categorical;totally disagree, disagree, neutral, agree, totally agree;True;
False;v62;gov_action_insuff;Skip;Skip;I think the measures taken are insufficient;Categorical;totally disagree, disagree, neutral, agree, totally agree;True;
False;v63;save_banks;Skip;Skip;The government must be prepared to save banks;Categorical;totally disagree, disagree, neutral, agree, totally agree;True;
False;v64;help_pension_funds;Skip;Skip;Pension funds need to be helped.;Categorical;totally disagree, disagree, neutral, agree, totally agree;True;
False;nomem_encr;personal_id;Skip;Skip;personal identifier;float;;;
False;gebjaar;birthyear;Background Variables;Background Variables;year of birth;int;;;Year Of Birth
